rating,product_id,date,name,feedback
,,,,
5,20022670,Марина Стреженова.,2016-02-21,"Очень красивая вытяжка! Мы основную часть воздухоотвода спрятали в корпусе мебели и наружу выведена получается только стеклянная арка, очень элегантно смотрится, не тяготит над головой. Яркая подсветка освещает всю рабочую зону, не только поверхность плиты. Эффективно справляется с жиром, паром, запахом жареного масла и пищи и т.д. Отлично чистит воздух, удобно, когда на улице холодно и в доме маленький ребенок таким образом проветривать. Работает не особо громко, с закрытой в кухню дверью в других комнатах практически не слышно. Есть четыре скорости работы разной мощности и шума, при варке супа достаточно самой низкой. На панельке управления есть индикатор текущей работы и степени засорения фильтров, при необходимости их чистки загорается лампочка. Фильтрующие сетки легко снимаются и устанавливаются обратно, чищу с помощью щетки и не так, чтобы очень часто."
,,,,
5,20022705,Елена,2016-12-25,"Таким выпрямителем пользуюсь около 3 лет, удобен в пользовании тем, что пластины длиннее по сравнению с другими фирмами и такой же стоимостью, что позволяет захватывать прядь побольше."
,,,,
5,20022705,Елизавета,2016-03-31,"Недавно купила такой утюжок! Это просто прелесть! Выпрямляет на 5+! Советую всем! Покупайте, не пожалеете!"
,,,,
5,20022687,Владимир,2011-03-17,"я пользуюсь им уже год и никакого запаха пластмассы нет, чайник очень удобный и красивый..."
,,,,
2,20022687,Герман,2011-02-21,"По началу вроде понравился!Кипятит быстро,подсветка синяя при выключенном состоянии и красная при работе.Но спустя недели две стал появляться запах пластмассы,и чем дальше тем больше.Чай из него стало не возможно пить.В итоге пришлось купить новый.Непонятно,что за пластмасса используется при его изготовлении!"
,,,,
1,20022687,Анна,2017-07-15,"Красивый, лёгкий. Качается на подставке. Купила, уже дома обнаружила, что чайник качается при установке на подставку. Сдала обратно в магазин."
,,,,
5,20022687,Екатерина,2017-07-24,"отработал 3 года,нет,""за такую цену аналогов нет"""
,,,,
5,20022667,Денис,2012-09-10,"Соковыжималка- супер! Мощная, удобная и красивая. Выжимал грейпфрут и мандарины-бесподобно! Жду сезона гранатов!"
,,,,
1,20022741,Александр,2017-03-10,"нету,""песок не сосет, провел с ним порядка трех часов, пропылесосил только водительское сидение. и все равно песок остался, можно еще столько же времени провести. не покупайте"""
,,,,
4,20022741,Марина,2016-11-29,"Много насадок, длинный шнур, компактный и удобный в использовании,Шумный,""Покупала мужу на день рождения в июле 2016, муж подарком доволен вот уже 4 месяца пользуется,все устраивает. Пылесос хорошо собирает мелкий мусор и волосы, удобный при уборке в труднодоступных местах."""
,,,,
5,20022741,Fleks,2016-08-15,"Достаточно обычный по мощности автопылесос. От других отличается наличием приличного чехла в комплекте и удобных насадок, особенно насадки-щетки. Зааряда вполне хватает по времени на чистку ковриков и сидений."
,,,,
5,20022754,Екатерина,2017-04-12,"Покупали 4 года назад. Лежала в коробке, не подключали. И вот как год пользуюсь своей красавицей и умницей!  Про вилку: нас сразу предупредили в магазине, что в комплекте ее нет. И это не проблема, к современым розеткам крепится только проводами и закрывается какой то крышкой (я в этом не сильна).  Выпечка отличная, таймер (с ним удобно), легко чистится, запахи не накапливает. Стекла (их 3), снимаются и моются-всегда чистенько, нет потеков! Два протвиня, они не диформируются, ровные (проблема с перекосом протвиней у меня была с прошлой плитой)  Единственное предупреждение: При открытие дверцы при приготовление, будьте аккуратны!!! Горячий воздух вырывается с напором!"
,,,,
5,20022754,Ольга,2015-10-16,"Боялись, что будет гудеть трансформатор внутри, как писали некоторые. Включили, всё ок, полная тишина. Готовить пока не пробовала, все режимы работают. Таймер пищит громко, несколько раз - такой не прослушаешь. Приятно сделана, проста в управлении. Телескопич. направляющие на 2х уровнях и два протвеня в комплекте порадовали."
,,,,
5,20022815,Марина,2017-04-12,"Цвет очень благородный. Красивее и спокойнее чем на фото. Удобно моется. 2 решетки. Горелки немного поднять, что не дает пламени тухнуть. ,Нет,""Мне очень нравиться. Советую всем, кому подойдет по стилю (Прованс, Рустик, Ретро). Ничего лишнего. Необычно выглядят ручки регулировки расположенные справа (для тех у кого есть маленькие дети, оценят)!"""
,,,,
5,20022741,Егор,2014-01-09,"Отличное приобретение, всасываемость просто класс. Да, действительно шума много, но пять минут потерпеть можно. И также контейнер для мусора 1,5 литра, для моего авто хватает. (Mersedes ML)"
,,,,
1,20022741,Александр,2013-09-05,"Вещь совершенно бесполезная, грязь убирает еле-еле, хотя комплектация хорошая. Но зачем эти дополнительные насадки если мощность у него практически никакая? Я думал что с пылесосом что-то не так, приехал в сервис, его включили и сказали что всё нормально и чтобы я не ждал чего-то от этого пылесоса, т.к. автомобильные все такие. Могу сказать что это не так, лично видел пылесос у друга, который убирает нормально"
,,,,
1,20022790,Никит,2012-09-11,Сгорел через 10 минут использования в нетёплой осенней квартире. Что уж сказать - Scarlett .
,,,,
3,20022790,Андрей,2012-09-07,"Через 2 дня отлетала лопасть от вентилятора, понесу обратно. Как тепловентилятор за эти деньги отличный,если бы не брак."
,,,,
1,20022790,Дарья,2012-09-05,"Та же ситуация, что и у Павла, позавчера приобрела данный вентилятор, правда отломалась лопасть не через час, а через минуту после включения! Был страшный треск и повалил дым изнутри, видимо из-за плавящейся лопасти. Спасибо магазине, приняли без проблем, обменяла на bimatek ht301."
,,,,
4,20022741,Игорь,2010-09-19,"Нормальный аппарат для своей цены, только мощности маловато. До этого был пылесос брал на базаре за 700 рэ с одной насадкой мощность 36ватт, год проработал не сломался тоже Китай. По мощности с новым они одинаковые, хотя написано 90 ватт. Понравилось количество насадок в комплекте для кресел тоже насадка есть. За фирму блэк & декер мы деньги переплачиваем за бренд, хотел такой же заказать в инете, тоже Китай"
,,,,
5,20022790,НИКОЛАЙ,2010-09-26,"Купил вчера - супер! Быстро нагревает комнату и не сушит воздух, плюс защита от опрокидывания и перегрева."
,,,,
5,20022817,Эксперт «магазине»,2015-12-17,"Ирина, в данной модели фасад больше встраиваемой части. Ширина встраиваемой части составляет 54,5 см."
,,,,
3.3,20022739,Миха,2017-06-04,Под кнопку снизу подкладываю пробку от пива
,,,,
5,20022825,Анна,2017-06-05,"Использую три недели. Комнату в 8 кв.м. прогревает быстро, запах от фильтра прошел дня за три, корпус излишне не нагревается. Довольна, рекомендую."
,,,,
2,20022825,Александр,2016-01-02,"купил для комнаты 12 метров, ,но такой обогреватель хорош только чтобы под ноги поставить, чтобы непосредственно дул и сразу согреться.для любой комнаты мощности не хватит,а если честно сколько заплатил,то и получил.за полторы тысячи чудес не бывает.в другой раз буду умнее возьму или раза в три мощнее или накоплю на кондей).не делайти моей ошибки."
,,,,
5,20022825,Жанна Власова,2015-12-31,"Довольны покупкой, очень хороший обогреватель, небольшой и компактный. Нам хватает на комнату 30 метров вполне, конечно, нужно немного подождать, пока прогреет :) Работает тихо и безо всяких посторонних запахов, качество воздуха совершенно не ухудшается (обычно подобные обогреватели его заметно сушат). Струя воздуха из него довольно мощная. При этом он абсолютно безопасен - если случайно упадет, то тут же выключится! Так что для детской неплохой вариант.. Сочетание цены и качества очень выгодное на мой взгляд!"
,,,,
5,20022856,Анастасия,2016-01-29,"Думаю, всегда нужно идти в ногу со временем и покупать новую, современную технику. Кухонную обновлять например раз в лет пять-шесть минимум.  Так я ,следуя этому своему принципу, купила около трех месяцев назад эту газовую панель, избавилась от своей старой плиты , и установила вот это вот чудо)) С установкой муж сам справился , ничего очень сложного там не оказалось для вызова мастеров. Вообще ,эта панель понравилась в основном по нескольким причинам: во- первых, это интересный дизайн. Цвет очень нравился, такой серебристый, красиво смотрится)) Сначала думала, что будет сложно его чистить и быстро цвет померкнет , но на деле оказалось не так совсем! До сих пор смотрится просто суперски))  Во-вторых, из того, что мне очень удобно - это панель управления , которая установлена справа, а не спереди , как у других моделей! Во-первых, дети теперь никак не могут дотянутся до регуляторов, а во-вторых, так даже на много удобнее, чем когда спереди. Еще из плюсов хочу отметить конфорку с двойным пламенем, очень удобная вещь , когда нужно что-то быстро приготовить. Сковородка нагревается намного быстрее теперь и равномернее. Модель оставила самые хорошие впечатления , советую!"
,,,,
5,20022882,Оксана,2017-07-25,"Тихо работает, отлично увлажняет воздух.,нет,""Комментарий: Наличие нормальной климатической техники в доме где живет ребенок просто обязательно, в отопительный сезон просто необходимо увлажнение воздуха, потому уже пятый год использую воздухоувлажнитель Bork H700. Наверное самое главное - что техника отлично справляется со своей задачей, я, муж и ребенок прекрасно себя чувствуем, в квартире легко и приятно дышать, и к тому же этот прибор работает очень тихо - днем его вообще не слышно, а ночь издает едва различимый звук, который совершенно не мешает спать. Есть четыре режима работы, чаще всего использую спа-режим и есть ионный фильтр - очищает испаряемую воду и препятствует образованию налета на мебели - работает, проверено. За время эксплуатации ни разу не поломался! Ну и кроме выеизложенного - стильный, отлично смотрится в любом интерьере!"""
,,,,
1,20022880,Костя,2014-02-13,"Купили воздухоувлажнитель BORK H500 в зимний период, очень разочаровались, т.к аппарат рассчитан на площадь 60 кв.м, мы его использовали на 18 квадратах, на самом мощном режиме (75% увлажнения), работал 6 дней по 14 часов. Влажность за это время поднялась до 32%. Почитали по отзывам, что все вокруг должно пропитаться влажностью, каждый день ждали когда уже, но так и не дождались."
,,,,
2,20022880,Петр,2014-01-26,"Прибор работает нормально, но можно взять аналогичный по качеству аппарат другого производителя за вдвое меньшую цену. Бренд BORK - создан российской компанией \Технопарк\ в 2001 году, позиционируется как бытовая техника премиум класса,и активно пиарится везде где только можно, соответственно и цены на него нереально завышаются; по факту же техника других действительно именитых иностранных компаний стоит значительно дешевле и ничем не уступает по качеству."
,,,,
4,20022880,Любовь,2012-05-22,"Увлажнитель заявлен как ультразвуковой и БЕСШУМНЫЙ! Но если ОН бесшумный, то что там за 3 тыс.рублей продается страшно представить. Так самое не понятное - он гудит всегда... Вода закончилась, нажимаешь кнопку &quot;питание&quot; на дисплее, все равно гудит, пока из розетки не выдернешь!Некоторые пишут &quot;когда телек работает не слышно&quot;, блин, а спать-то как? Мы, в общем привыкли, но на мой взгляд это не нормально. Ездили в Борк, переслушали все увлажнители примерно этой ценовой категории, все гудят как трансформаторы. Увлажняет шикарно, зимой показывал 67% влажности и дышалось отлично. Сейчас, при открытых настеж окнах, показывает 53%. Не ставьте на деревянную мебель, стоял у нас сначала на комоде, комод пупырями вздулся под ним... резюме: мне безумно нравится дизайн и КПД данной модели, но хочется по настоящему БЕСШУМНЫЙ..."
,,,,
4,20022880,Юлия,2011-03-27,"Увлажнителем пользуемся практически всю зиму.Зимой в квартире воздух очень сухой не смотря на то,что регулируем отопление(убавляем)и в квартире не жарко.Тем не менее,на мой взгляд,увлажнитель Bork не справляется.Его мощность рассчитана на квартиру площадью 60кв.м., у нас 67кв.м.Я уж не говорю про всю квартиру.В комнате 18кв.м. работает часа по 3 и показывает влажность 30%.Нужного уровня влажности 60% не набирается.Сейчас с наступлением весны,с открытыми форточками увлажнитель заметно ""легче"" увлажняет.Налет на корпусе есть,но появился он далеко не сразу,мы заливаем родниковую воду.Да это и не существенно,по-моему.Меня гораздо больше напрягает красный дисплей,который горит ночью.Ребенок точно испугается.Тешу себя мыслью,что этот увлажнитель лучше,чем если бы не было ничего."
,,,,
5,20022871,Оксана,2012-03-26,"Работает очень хорошо! Даже на первой скорости!  Внешне красивая, стильная.  Работает шумновато, но в принципе как и любая другая вытяжка.  Мы довольны."
,,,,
1,20022882,Никита,2015-11-13,"Что могу сказать про данный увлажнитель, вот уже пол года радует. Но, есть одна большая проблема. Банальное отсутствие фильтра в магазине."
,,,,
5,20022870,Покупатель,2013-10-15,"Хорошая вытяжка, шум умеренный. Мне, во время готовки, совсем не мешает. Покупкой довольны)"
,,,,
4.3,20022885,Александр,2017-04-17,"Мощный, красивый Определенных недостатков нет ""Эксперт месяца""  Выбирали пылесос долго, рассматривая сначало бюджетные варианты, но поняв, что за эти деньги стоящего помощника по уборке не найти решили увеличить бюджет на пылесос в два раза. Мы не прогодали!  Купил этот аппарат год назад, теперь хлопот с илозиньем по полам нет, провёл раз-два и дальше, мощность позволяет сделать уборку быстро.  За время в семье, аппарат ведёт себя хорошо. Отлично помогает, а когда отдыхает от работ занимает впринципе немного места за шкафом в углу) Достаточно удобный, очень мощный, красивый пылесос. Есть конечно и лучше, но цена будет неадекватной для вещи, что должна убирать всякую мелоч. Лучший выбор. Рекомендую."
,,,,
4.3,20022885,Аида,2017-07-10,"Мощный, моющиеся фильтры, удобно регулировать мощность кнопками прямо с ручки кнопки на ручке через 4 года стали заедать Отличный пылесос, срок службы 5 лет! Все годы служил исправно. Отличная уборка, мощный, легко доставать и мыть контейнер для пыли.  Очень удобно, что все фильтры можно мыть и стирать (губка). Сразу купила сменные фильтры, используя их поочередно.   1) Со временем стала заедать кнопка на самом пылесосе и включаться он стал только от ручки.   2) Шнур со штепселем перестал легко закручиваться во внутрь. (это не критичный минс)  3) Кнопки на ручке даже после замены батареек стали заедать и не всегда сразу реагировать на включение-выключение."
,,,,
3,20022885,Екатерина,2017-06-29,"Удобная регулировка мощности на ручке. Был мощный. Потерял мощность примерно в 2 раза. Пол года справлялся с ковром и кафелем на ура. Ковер даже поднимал с пола. А после потери мощности не поднимает ковер и не справляется с уборкой. Покупкой не довольна. Не ожидала, что за такую сумму можно купить лажу."
,,,,
5,20022884,Юлия,2013-06-13,"Работает уже 3 года, вот неделю как начал гудеть, купим поедем такой же, и все 3 года всасывал даже линолеум приподнимает! А что бы не чистить после каждой уборки, не нужно так квартиру запускать, чтобы он был полный после одной уборки! Я убираюсь 3 раза в неделю, вот раз в неделю и чищу его!"
,,,,
3,20022884,Юлия,2013-04-28,"Постоянно надо чистить,после работы 3-х месяцев появился такой звук,при чистке,аж уши режет. Отправили это чудо на дачу."
,,,,
5,20022884,Юля,2013-04-15,"Нам понравился,что он только не перетерпел во время ремонта. Мой муж все им пылесосил и камни и пыль и гвозди попадались. Очень мощный,тянет все... Уже ему 3 года, работает супер. Там кто-то пишет,что чистить надо часто,ничего подобного,мы чистили по мере засоренности, помыл, высушил и все ок."
,,,,
5,20022884,Нина,2013-04-11,"Используется уже почти два месяца. Покупали его по акции. Мощный, компактный. Не требует больших трудозатрат."
,,,,
5,20022884,Арина,2013-04-11,"Мне понравился пылесос: 1. Цена и размер 2. За эту цену он превзошел мои ожидания! 3. Никаких пакетов, все моется. 4. Спасибо огромное консультанту!!! магазин магазине в РИО на Севастопольском."
,,,,
5,20022884,Марина,2011-01-29,"Купила пылесос сегодня, распаковала его только что... решила проверить в действии. Хороший! Мощный, компактный, красивый. Посмотрела сколько пыли в контейнере...   Не знаю, как дальше, но пока меня все устраивает. Это - именно то, что я искала.   Единственный совет - проверяйте комплектность товара на месте. У меня вместо 3 щеток, только 2..."
,,,,
3.3,20022885,Андрей,2017-01-08,"Мощность, компактность. Со временем отказало управление, полностью! Купили лет 5 назад. Года через полтора умерло управление на ручке, еще через некоторое время кнопка на самом пылесосе отказала, подключил все напрямую, так дальше и пользовались. Как пылесборник этот пылесос не плох, а вот управление не надежное. Со временем работать стал громче, видимо сказывается износ подшипников и засорение каналов."
,,,,
5,20022884,-,2014-03-06,"Купили пылесос в 2011 году для строителей. Работает по сей день. Сосет все! Надо только часто промывать фильтры и чистить чашу. Немного шумноват, но это простительно."
,,,,
1,20022890,Андрей,2014-01-19,"Куплена летом 2012. За полтора года работы - 2 ремонта. Первый - в первый же день - при первом включении потекла - на заводе неправильно собрали... Сейчас - подшипники, ремень, ремонт в стационаре... Сроки ремонта - огромные... В целом - машина очень шумная - даже при стирке, при отжиме - на всю квартиру слышно."
,,,,
4,20022890,Галина,2016-05-18,"Стираю уже 3,5 года, работает, стирает... Все устраивает!"
,,,,
5,20022885,МАРИНА,2011-01-16,"ПРЕВЗОШЕЛ ВСЕ ОЖИДАНИЯ,ОЧЕНЬ НРАВИТСЯ!!!!!!"
,,,,
5,20022885,Лина,2017-02-28,Удобное управление мощностью на ручке
,,,,
5,20022938,Михаил,2014-12-18,"Хочу встать на защиту воздухоувлажнителя, дать отпор ""негативу"":  1) ""Крышка туго открывается, если плохо завинтить - протекает"". Итак, завинчивать надо ровно! внимательно за этим следите. Откручивать: да, согласен ""туго"", но, обратите внимания на центр фильтра!!! в пазы замечательно ложится, например, отвертка, которую можно использовать в качестве рычага (крест на крест). Опробовано  хрупкой девушкой, все замечательно открывается. Кстати, таким же образом можно и закручивать.  2) ""Белый налет"" - да, появляется, (особенно на корпусе ТВ) зависит от воды. Но дискомфорта не доставляет. После ""процедуры"", возьмите да протрите...  3) ""Пар стал менее интенсивным"". После ""опустошения"" бачка, разберите увлажнитель! почистите!! особенно ""распылитель""!!! и все просушите!!!! после этого заливайте заново и пользуйтесь)  4) ""Тухнет вода"" - без комментариев, читайте пункт №3. Если куда-то уезжаете, слейте воду.  5) ""Протекает"" - ставить нужно на ровную поверхность. Плюс читаем пункт №1 - крышку надо закручивать ровно и туго) Конечно, это не касается трещин на корпусе и брака.  Со своими функциями справляется: увлажняет, дышать и правда легче. Ну и пыли стало значительно меньше. Кому не нужны лишние навороты в виде таймеров, дисплеев, wi-fi)) и т.д. - этот ""Витёк"" для вас!!!)"
,,,,
5,20022938,Павел,2014-08-01,"Покупал в ноябре 2013 г. Свои функции выполняет на отлично, работает ежедневно."
,,,,
1,20022938,Lesya,2014-03-25,"Купили увлажнитель 5 мес.назад. 4 отработал, и перестал выпускать пар. Не могу сказать что тихий, на ночь отключали,слышны бульканья воды. Не рекомендую его покупать!"
,,,,
4,20022935,Трофим,2011-06-16,"Плюсы:  1. Достаточно легкая  2. Вибрирует не сильно  3. Волосы не дерет даже при падении мощи.  4. Работает от батареи. Оценил это только дома, когда понял, что шнура до розетки не хватает, а тянуть пенероску западло.    Минусы:  1. При разрядке батареи падает моща даже если машинка включена в сеть. Т.е., при разряженной батареи приходится немного ждать, пока слегка подзарядится, чтобы начать стричь. Но это только поначалу. Если это будет повторяться, то это мегакосяк. В дальшейшем будет видно.  2. Хлипкие насадки. Приходится контролировать силу нажатия машинки на голову. Одна насадка на крайних двух положениях крепится неустойчиво, на самом крайнем - слетает.  3. Быстро засирается. Постриг себя не сильно обросшего - пришлось снимать ножи (по инструкции) чистить. Чистится хреново, ибо ножи в масле.   4. Нельзя подстричься под 2 мм, но это не недостаток - в описании оговорено.    За свои деньги аппарат на твердую четверку. Пока доволен."
,,,,
5,20022938,роза,2011-01-26,"Купили в ноябре 2010 года,довольны... Работает без перерыва (только для набора воды)-а воды 5 литров, хватает часов на 12. Дышать легко-нравится цветам. Только от ионизатора мелкая пыль садится на телевизор и вокруг него,стекла (притягивается-не знаю,может это вредно?)приходится постоянно вытирать, а так не жалеем))))И, кстати, отключается, еслди нет воды!!!"
,,,,
2,20022938,Ольга,2015-12-04,"покупали 2 года назад за 1700 по акции. плюсы :1. бак 5 литров , 2 .регулировка  мощности   минусы : шумный ( есть с чем сравнить), регулятор щелкает громко ,когда выключаешь, уже стал выходить из строя."
,,,,
5,20022938,Екатерина,2015-11-19,"Отличный увлажнитель! У меня уже 4года, хорошо увлажняет, дышать легче, можно регулировать подачу пара! Но как любой прибор нужно мыть, протирать и очищать, тогда будет служить долго и качественно!!! Рекомендую!!!5+"
,,,,
1,20022938,Дмитрий,2015-05-23,"Долго радоваться покупке нам не пришлось, сгорел спустя месяц эксплуатации. Деньги вернули"
,,,,
4,20022935,Александр,2017-04-10,"Цена,""Очень хлипкие насадки.Плохо чистится. Покупал по акции.Отцу на 23 февраля в подарок и своей  собаке породы Йорк. То есть сразу 2 шт.Стрижет она не плохо,но минусы свои есть.Очень хлипкие насадки и постоянно забивается волосами.Но она  за свою цену полностью себя оправдывает.Брал в черную пятницу по распродаже за штуку.А так товар рекомендую!За такую цену машинки  других фирм  вообще отстой!"""
,,,,
5,20022890,Евгений,2011-01-11,"Недавно приобрел себе стиральную машину haier,изначально конечно были сомнения,по поводу производителя,но теперь пользуюсь и совершенно доволен,во-первых есть все функции,машинка устойчиво работает и при перепадах напряжения,у меня оно падает до 170 вольт,не вибрирует,как многие другие, есть возможность дозагрузки во время стирки.в общем,плюсов много.советую всем!"
,,,,
5,20022935,Александр,2016-05-08,"Пользуюсь больше года, лезвия не затупились , аккум держит сколько заявлено производителем,  использую каждые три недели)) смазывайте лезвия и все будет отлично)))"
,,,,
5,20022938,Ольга,2011-01-23,"Воздухоувлажнитель Vitek VT-1761 прекрасная и доступная модель. Стильная синяя подсветка, датчик уровня воды (увлажнитель отключается, когда заканчивается вода в резервуаре), функция ионизации, регуляторы уровня влажности и интенсивности увлажнения. Очень понравилось и очень полезная вещь."
,,,,
1,20022890,Ирина,2013-09-12,"Очень плохая, за 2 года устала ремонтировать....тэн. подшипники. шум....."
,,,,
5,20022974,Данила,2016-10-02,"Хочу рассказать о том, что сильно помогло мне в моем уходе за зубами. Уф… практически интимные подробности личной жизни, кому-то могут показаться неприятными некоторые моменты, но я буду говорить как есть.  Итак… Так случилось, что в детстве я как-то не особо заморачивался по поводу ухода за зубами, да и особых проблем (в плане боли зубов не испытывал), Зубы чистил в основном раз в день-ленивый ребенок, и достаточно недальновидный (сейчас я это понимаю). Пользование зубными нитями и ершиками у нас дома не было известно (максимум зубочистки, что весьма травматично на мой взгляд). Но отец у меня был счастливым обладателем хороших зубов, и не носил протезов до 54 лет, мама же напротив с зубами проблем огребла много еще в молодости,и к 45-50 годам, своих зубов у нее практически не осталось. Так что генетика у меня спорная, и сейчас я это понимаю, тогда мне было не до этого. Родителям же за гигиеной моего рта следить было некогда, ибо работали они, а я рос самостоятельным и ответственным человечком. Благо ел много яблок-может поэтому зубы не сгнили)))…Шучу. В итоге к 20 годам ситуация с зубами у меня обстояла следующим образом-некоторые были поражены кариесом (в основном коренные, где-то глубоким, где-то весьма поверхностным), имелся зубной налет-спасибо кофе и чаю, которые я употребляю в больших количествах, имелся зубной камень-в основном на внутренней стороне зубов(со стороны языка), часть зубов имела пломбы, зубной ряд не совсем ровный-но не критично кривой на мой взгляд (короче асимметрия, с одной стороны лица-зубки вполне себе ровные, с другой видны отчетливые смещения в основном во фронтальной части челюсти), парадонтит 1 степени (стадии???-не знаю как точно, короче начальный), периодически десна кровоточили, и в общем имелись забитые всякой гадостью карманы в деснах, плюс на одном из коренных коронка. Фу звучит ужасно, да? Но я одумался и решился взяться за себя. Пройдя курс у стоматолога, где мне просанировали рот, затем отправилась к парадонтологу, убрали все камни, провели курс аппликаций на челюсти, в итоге большая часть проблем была устранена (осталось только поддерживать в должном виде, и исправить ряд зубов «скученность» так сказать, на что я решился и уже собираю информацию что делать и как). Так вот-я решил перейти на другой уход за зубами. Во первых-обзавелся нитями, сменил зубные пасты, и купил другую щетку. Braun Oral-B Professional Care 500 – я долго ходил вокруг нее, было страшновато, казалось она расцарапает мне все и без того проблемные челюсти, и попортит эмаль, да и вообще что-то вибрирующее во рту держать - как-то это сомнительно на мой взгляд. Но я купил ее, прошло уже 2 года и теперь я могу с уверенностью сказать, что ничуть не пожалел в ее приобретении. Люблю горячей и нежной любовь мою помощницу.  По поводу количества вращательных и возвратно поступательных движений-тут сказать сложно, вы их точно посчитать не сможете и достоверность информации проверить тоже в бытовых условиях не получится. Таймер завершения чистки действительно 2 минуты. После каждых 30 секунд щетка как бы прерывается, подавая вам сигнал, что пора переходить к чистке другой зоны и вновь продолжает работать. Таймер не звуковой, а вибрационный. В целом у щетки приятный эргономичный дизайн, она предельно проста в управлении – имеет только одну кнопку, и индикатор заряда.  Аккумулятора, который мигает зеленым когда заряжается, перестает мигать – когда аккумулятор полностью заряжен, и мигает красным когда надо бы подзарядить устройство. Ручка устройства прорезинена, действительно водоустойчивая- я люблю пользоваться щеткой пока моюсь в душе. По поводу насадки - она представляет собой круглую головку с щетинками, которая вращается и совершает поступательные движения-такой интенсивности, что вы не сразу и поймете. О необходимости смены насадки нам подсказывают голубые щетинки-индикаторы, которые светлеют когда надо бы сменить насадку.  Минус для меня один, под насадку наливается вода... советую всем"
